ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur,DuftnoteID,Duftnote,AllgemeineDuftnote,Duftgruppen
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,1.0,Bibergeil,Bibergeil,Animalische-Noten
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,146.0,Iris,Iris,Blumige-Noten
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,453.0,Bergamotte,Bergamotte,Zitrische-Noten
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,1107.0,indischer Jasmin-Sambac Absolue Orpur,Jasmin,Blumige-Noten
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,2418.0,Echter Lavendel,Lavendel,Blumige-Noten
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,5862.0,Australisches Sandelholz,Sandelholz,Mineralische-Noten
1,Mon Guerlain Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2017,Thierry Wasser,6673.0,Tahiti-Vanille,Vanille,Orientalische-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,147.0,Jasmin,Jasmin,Blumige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,159.0,Maiglöckchen,Maiglöckchen,Blumige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,188.0,Rose,Rosen,Blumige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,198.0,Tuberose,Rosen,Blumige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,331.0,Rosenholz,holzige Noten,Blumige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,332.0,Sandelholz,Sandelholz,Mineralische-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,404.0,Vanille,Vanille,Orientalische-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,445.0,Piment,Piment,Würzige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,3361.0,Kokosnuss,Nüsse,Fruchtige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,3366.0,Mandel,Nüsse,Fruchtige-Noten
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,3461.0,Aprikose,Aprikose,
2,Hypnotic Poison Dior  Eau de Toilette,Dior,Frauen,8.0,1998,Annick Ménardo,3479.0,Pflaume,Pflaume,Fruchtige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",110.0,Weihrauch,Weihrauch,Orientalische-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",159.0,Maiglöckchen,Maiglöckchen,Blumige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",178.0,Pfingstrose,Rosen,Blumige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",217.0,Rhabarber,Rhabarber,Fruchtige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",287.0,Vetiver,Vetiver,Holzige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",404.0,Vanille,Vanille,Orientalische-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",442.0,Muskat,Muskat,Würzige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",453.0,Bergamotte,Bergamotte,Zitrische-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",962.0,Cashmeran,Cashmeran,Blumige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",1454.0,türkische Rose,Rosen,Blumige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",3472.0,Litschi,Litschi,
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",5587.0,Zedernholz,holzige Noten,Holzige-Noten
3,Delina Parfums de Marly  Eau de Parfum,Parfums De Marly,Frauen,8.0,2017,"Quentin Bisch,
Givaudan",6522.0,weißer Moschus,Moschus,Moschus-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,98.0,Balsamische Noten,Balsamische Noten,Balsamische-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,120.0,Blüten,Blüten,Blumige-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,146.0,Iris,Iris,Blumige-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,147.0,Jasmin,Jasmin,Blumige-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,188.0,Rose,Rosen,Blumige-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,403.0,Tonkabohne,Tonka,Orientalische-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,404.0,Vanille,Vanille,Orientalische-Noten
4,Shalimar Guerlain  Eau de Parfum,Guerlain,Frauen,8.0,1986,Jacques Guerlain,453.0,Bergamotte,Bergamotte,Zitrische-Noten
5,L'Instant Magic Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2007,"Randa Hammami,
Sylvaine Delacourte",21.0,Freesie,Freesie,Blumige-Noten
5,L'Instant Magic Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2007,"Randa Hammami,
Sylvaine Delacourte",188.0,Rose,Rosen,Blumige-Noten
5,L'Instant Magic Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2007,"Randa Hammami,
Sylvaine Delacourte",315.0,Hölzer,Hölzer,Holzige-Noten
5,L'Instant Magic Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2007,"Randa Hammami,
Sylvaine Delacourte",453.0,Bergamotte,Bergamotte,Zitrische-Noten
5,L'Instant Magic Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2007,"Randa Hammami,
Sylvaine Delacourte",3366.0,Mandel,Nüsse,Fruchtige-Noten
5,L'Instant Magic Guerlain  Eau de Parfum,Guerlain,Frauen,8.2,2007,"Randa Hammami,
Sylvaine Delacourte",6522.0,weißer Moschus,Moschus,Moschus-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",22.0,blumige Noten,blumige Noten,Blumige-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",110.0,Weihrauch,Weihrauch,Orientalische-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",205.0,Ylang-Ylang,Ylang-Ylang,Blumige-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",207.0,Patchouli,Patchouli,Orientalische-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",209.0,Fruchtige Noten,Fruchtige Noten,
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",287.0,Vetiver,Vetiver,Holzige-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",332.0,Sandelholz,Sandelholz,Mineralische-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",404.0,Vanille,Vanille,Orientalische-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",453.0,Bergamotte,Bergamotte,Zitrische-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",662.0,Balsam,Balsam,Balsamische-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",2818.0,schwarze Orchidee,Orchidee,Blumige-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",3413.0,Schwarze Johannisbeere,Schwarze Johannisbeere,
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",4499.0,schwarze Trüffel,Trüffel,Gourmand-Noten
6,Black Orchid Tom Ford  Eau de Parfum,Tom Ford,Frauen,7.6,2006,"David Apel,
Pierre Negrin",5761.0,Lotusholz,holzige Noten,Blumige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,147.0,Jasmin,Jasmin,Blumige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,162.0,Mimose,Mimose,Blumige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,188.0,Rose,Rosen,Blumige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,205.0,Ylang-Ylang,Ylang-Ylang,Blumige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,207.0,Patchouli,Patchouli,Orientalische-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,287.0,Vetiver,Vetiver,Holzige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,298.0,Opoponax,Opoponax,Harzige-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,403.0,Tonkabohne,Tonka,Orientalische-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,404.0,Vanille,Vanille,Orientalische-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,453.0,Bergamotte,Bergamotte,Zitrische-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,463.0,Mandarine,Mandarine,Zitrische-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,466.0,Orange,Orange,Zitrische-Noten
7,Coco Mademoiselle Chanel  Eau de Parfum,Chanel,Frauen,7.8,2001,Jacques Polge,6522.0,weißer Moschus,Moschus,Moschus-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,110.0,Weihrauch,Weihrauch,Orientalische-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,287.0,Vetiver,Vetiver,Holzige-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,395.0,Moschus,Moschus,Moschus-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,404.0,Vanille,Vanille,Orientalische-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,458.0,Grapefruit,Grapefruit,Zitrische-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,1451.0,türkische Damaszener-Rose,Rosen,Blumige-Noten
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,3463.0,Birne,Birne,
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,3472.0,Litschi,Litschi,
8,Delina Exclusif Parfums de Marly ,Parfums De Marly,Frauen,8.3,2017,Quentin Bisch,6384.0,Evernyl,Evernyl,Mosige-Noten
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,110.0,Weihrauch,Weihrauch,Orientalische-Noten
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,207.0,Patchouli,Patchouli,Orientalische-Noten
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,332.0,Sandelholz,Sandelholz,Mineralische-Noten
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,436.0,Gewürznelke,Gewürznelke,Blumige-Noten
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,1454.0,türkische Rose,Rosen,Blumige-Noten
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,3406.0,Himbeere,Himbeere,
9,Portrait of a Lady Editions de Parfums Frédéric Malle  Eau de Parfum,Editions De Parfum Frederic Malle,Frauen,8.1,2010,Dominique Ropion,3413.0,Schwarze Johannisbeere,Schwarze Johannisbeere,
10,For Her Narciso Rodriguez  Eau de Toilette,Narciso Rodriguez,Frauen,7.8,2003,"Christine Nagel,
Francis Kurkdjian",27.0,Amber,Amber,Amber-Noten
10,For Her Narciso Rodriguez  Eau de Toilette,Narciso Rodriguez,Frauen,7.8,2003,"Christine Nagel,
Francis Kurkdjian",173.0,Osmanthus,Osmanthus,Blumige-Noten
10,For Her Narciso Rodriguez  Eau de Toilette,Narciso Rodriguez,Frauen,7.8,2003,"Christine Nagel,
Francis Kurkdjian",207.0,Patchouli,Patchouli,Orientalische-Noten
10,For Her Narciso Rodriguez  Eau de Toilette,Narciso Rodriguez,Frauen,7.8,2003,"Christine Nagel,
Francis Kurkdjian",395.0,Moschus,Moschus,Moschus-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",12.0,indonesisches Patchouli,Patchouli,Orientalische-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",198.0,Tuberose,Rosen,Blumige-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",437.0,Ingwer,Ingwer,Würzige-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",1107.0,indischer Jasmin-Sambac Absolue Orpur,Jasmin,Blumige-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",2751.0,tunesische Orangenblüte Absolue,Orange,Blumige-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",4777.0,Pimentblatt,Pimentblatt,Würzige-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",5886.0,neukaledonisches Sandelholz,Sandelholz,Mineralische-Noten
11,LInterdit Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal",7699.0,sizilianische Blutorange,Orange,Zitrische-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,4.0,Zibet,Zibet,Animalische-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,24.0,Koriander,Koriander,Würzige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,27.0,Amber,Amber,Amber-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,110.0,Weihrauch,Weihrauch,Orientalische-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,128.0,Frangipani,Frangipani,Blumige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,146.0,Iris,Iris,Blumige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,147.0,Jasmin,Jasmin,Blumige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,188.0,Rose,Rosen,Blumige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,205.0,Ylang-Ylang,Ylang-Ylang,Blumige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,207.0,Patchouli,Patchouli,Orientalische-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,237.0,Honig,Honig,Gourmand-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,289.0,Benzoe,Benzoe,Harzige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,346.0,Angelika,Angelika,Krautige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,395.0,Moschus,Moschus,Moschus-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,403.0,Tonkabohne,Tonka,Orientalische-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,445.0,Piment,Piment,Würzige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,451.0,Zimt,Zimt,Würzige-Noten
12,Coco Chanel  Eau de Parfum,Chanel,Frauen,8.4,1984,Jacques Polge,463.0,Mandarine,Mandarine,Zitrische-Noten
13,Alien Mugler  Eau de Parfum,Mugler,Frauen,7.4,2005,"Dominique Ropion,
Laurent Bruyère",89.0,Ambra,Ambra,Animalische-Noten
13,Alien Mugler  Eau de Parfum,Mugler,Frauen,7.4,2005,"Dominique Ropion,
Laurent Bruyère",317.0,Kaschmirholz,holzige Noten,Holzige-Noten
13,Alien Mugler  Eau de Parfum,Mugler,Frauen,7.4,2005,"Dominique Ropion,
Laurent Bruyère",1165.0,Jasmin-Sambac,Jasmin,Blumige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",147.0,Jasmin,Jasmin,Blumige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",158.0,Magnolie,Magnolie,Blumige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",207.0,Patchouli,Patchouli,Orientalische-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",281.0,Papyrus,Papyrus,Grüne-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",356.0,Davana,Davana,Krautige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",404.0,Vanille,Vanille,Orientalische-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",450.0,Wacholder,Wacholder,Würzige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",2841.0,Osmanthus Absolue,Osmanthus Absolue,Blumige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",3366.0,Mandel,Nüsse,Fruchtige-Noten
14,Sunshine Woman Amouage ,Amouage,Frauen,8.1,2014,"Sidonie Lancesseur,
Robertet",7143.0,Virginia-Tabak,Tabak,Tabak-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",89.0,Ambra,Ambra,Animalische-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",153.0,Lavendel,Lavendel,Blumige-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",172.0,Orchidee,Orchidee,Blumige-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",287.0,Vetiver,Vetiver,Holzige-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",453.0,Bergamotte,Bergamotte,Zitrische-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",463.0,Mandarine,Mandarine,Zitrische-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",1166.0,Jasmin-Sambac Absolue,Jasmin,Blumige-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",2449.0,Schopf-Lavendel,Lavendel,Blumige-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",2732.0,marokkanische Orangenblüte Absolue,Orange,Blumige-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",6661.0,Madagaskar-Vanille,Vanille,Orientalische-Noten
15,Libre Yves Saint Laurent  Eau de Parfum Intense,Yves Saint Laurent,Frauen,8.2,2020,"Anne Flipo,
Carlos Benaïm",6748.0,venezolanische Tonkabohne Absolue,Tonka,Orientalische-Noten
16,For Her Pure Musc Narciso Rodriguez  Eau de Parfum,Narciso Rodriguez,Frauen,8.0,2019,Sonia Constant,147.0,Jasmin,Jasmin,Blumige-Noten
16,For Her Pure Musc Narciso Rodriguez  Eau de Parfum,Narciso Rodriguez,Frauen,8.0,2019,Sonia Constant,171.0,Orangenblüte,Orangenblüte,Blumige-Noten
16,For Her Pure Musc Narciso Rodriguez  Eau de Parfum,Narciso Rodriguez,Frauen,8.0,2019,Sonia Constant,205.0,Ylang-Ylang,Ylang-Ylang,Blumige-Noten
16,For Her Pure Musc Narciso Rodriguez  Eau de Parfum,Narciso Rodriguez,Frauen,8.0,2019,Sonia Constant,395.0,Moschus,Moschus,Moschus-Noten
16,For Her Pure Musc Narciso Rodriguez  Eau de Parfum,Narciso Rodriguez,Frauen,8.0,2019,Sonia Constant,962.0,Cashmeran,Cashmeran,Blumige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",7.0,Iriswurzel,Iris,Blumige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",27.0,Amber,Amber,Amber-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",110.0,Weihrauch,Weihrauch,Orientalische-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",147.0,Jasmin,Jasmin,Blumige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",168.0,Neroli,Neroli,Blumige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",188.0,Rose,Rosen,Blumige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",207.0,Patchouli,Patchouli,Orientalische-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",289.0,Benzoe,Benzoe,Harzige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",315.0,Hölzer,Hölzer,Holzige-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",395.0,Moschus,Moschus,Moschus-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",404.0,Vanille,Vanille,Orientalische-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",454.0,Bitterorange,Bitterorange,Zitrische-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",474.0,Zitrusfrüchte,Zitrusfrüchte,Zitrische-Noten
17,Coromandel Chanel  Eau de Toilette,Chanel,Frauen,8.3,2007,"Jacques Polge,
Christopher Sheldrake",4339.0,weiße Schokolade,Gourmand Noten,Gourmand-Noten
18,Rouge Smoking bdk Parfums  Eau de Parfum,Bdk Parfums,Frauen,8.0,2018,Amélie Bourgeois,2.0,Ambroxan,Ambroxan,Animalische-Noten
18,Rouge Smoking bdk Parfums  Eau de Parfum,Bdk Parfums,Frauen,8.0,2018,Amélie Bourgeois,140.0,Heliotrop,Heliotrop,Blumige-Noten
18,Rouge Smoking bdk Parfums  Eau de Parfum,Bdk Parfums,Frauen,8.0,2018,Amélie Bourgeois,295.0,Labdanum,Labdanum,Harzige-Noten
