ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur
1154,For Him Bleu Noir Parfum Narciso Rodriguez ,Narciso Rodriguez,Männer,7.9,2022,Sonia Constant
1155,Sculpture Parfum Nikos ,Nikos,Männer,8.5,2022,Aliénor Massenet
1156,Original Wood Dsquared ,Dsquared,Männer,7.6,2022,Daphné Bugey
1157,Apex Roja Parfums  Parfum,Roja Parfums,Männer,8.1,2022,Roja Dove
1158,Boss Bottled Parfum Hugo Boss ,Hugo Boss,Männer,7.5,2022,"Suzy Le Helley,
Annick Ménardo"
1159,Joop! Homme Le Parfum Joop! ,Joop,Männer,6.8,2022,Karine Dubreuil-Sereni
1160,Scandal pour Homme Le Parfum Jean Paul Gaultier ,Jean Paul Gaultier,Männer,7.6,2022,"Quentin Bisch,
Nathalie Gracia-Cetto,
Christophe Raynaud"
1161,L'Homme Yves Saint Laurent  Eau de Parfum,Yves Saint Laurent,Männer,7.5,2022,Nicht angegeben
1162,Ambassador Intense Gisada ,Gisada,Männer,7.7,2022,Nicht angegeben
1163,Hero Burberry  Eau de Parfum,Burberry,Männer,7.2,2022,Aurélien Guichard
1164,Kenzo Homme Kenzo  Eau de Parfum,Kenzo,Männer,8.1,2022,Quentin Bisch
1165,Figuier Noir Houbigant ,Houbigant,Männer,7.9,2022,Céline Ellena
1166,Cool Water Reborn Davidoff  Eau de Toilette,Davidoff,Männer,6.5,2022,Nicht angegeben
1167,The Scent Le Parfum for Him Hugo Boss ,Hugo Boss,Männer,7.7,2022,Jacques Huclier
1168,Legend Red Montblanc ,Montblanc,Männer,6.5,2022,"Anne Flipo,
Nicolas Beaulieu"
1169,Motörhead Man Motörhead ,Motorhead,Männer,7.5,2022,Nicht angegeben
1170,Invictus Platinum Paco Rabanne ,Paco Rabanne,Männer,6.8,2022,Nicht angegeben
1171,L'Eau d'Issey pour Homme by Kevin Lucbert Issey Miyake ,Issey Miyake,Männer,8.0,2022,"Dora Baghriche-Arnaud,
Daphné Bugey,
Marie Salamagne"
1172,James Atkinsons ,Atkinsons,Männer,7.5,2022,"Olivier Pescheux,
Yann Vasnier"
1173,Signature Royale X Zaharoff ,Zaharoff,Männer,8.3,2022,"Claude Dir,
Mane"
1174,Y Yves Saint Laurent  Eau de Toilette,Yves Saint Laurent,Männer,7.5,2022,Dominique Ropion
1175,Uncut Gem Editions de Parfums Frédéric Malle ,Editions De Parfum Frederic Malle,Männer,6.3,2022,Maurice Roucel
1176,This Is Him! Vibes of Freedom Zadig & Voltaire ,Zadig  Voltaire,Männer,6.6,2022,Nathalie Lorson
1177,Infinite Navy Câline ,Caline,Männer,7.9,2022,Nicht angegeben
1178,Pour Un Homme de Caron Le Soir Caron ,Caron,Männer,8.2,2022,Jean Jacques
1179,L'Eau d'Issey pour Homme Eau & Cèdre Issey Miyake ,Issey Miyake,Männer,6.6,2022,"Marie Salamagne,
Firmenich"
1180,Tabac Wild Ride Mäurer & Wirtz  Eau de Toilette,Maeurer Wirtz,Männer,7.1,2022,Nicht angegeben
1181,Boss Bottled Marine Hugo Boss ,Hugo Boss,Männer,7.4,2022,"Sophie Labbé,
Honorine Blanc"
1182,Bad Boy Cobalt Carolina Herrera ,Carolina Herrera,Männer,7.4,2022,Domitille Michalon-Bertier
1183,Guilty Parfum pour Homme Gucci ,Gucci,Männer,7.7,2022,Jacques Huclier
1184,Drakkar Intense Guy Laroche ,Guy Laroche,Männer,7.5,2022,Nicolas Beaulieu
1185,Le Mans Classic - Speed Legends Ex Nihilo ,Ex Nihilo,Männer,8.2,2022,Jordi Fernández
1186,Habit Rouge L'Instinct Guerlain ,Guerlain,Männer,6.4,2022,Delphine Jelk
1187,Lagerfeld Classic Grey Karl Lagerfeld ,Karl-Lagerfeld,Männer,6.7,2022,Nicht angegeben
1188,Guapo Aaron Terence Hughes ,Aaron Terence Hughes,Männer,8.0,2022,"Aaron Terence Hughes Markeninhaber, Parfümhersteller"
1189,No Remorse Motörhead ,Motorhead,Männer,7.3,2022,Nicht angegeben
1190,Authentic Moment Man Abercrombie & Fitch ,Abercrombie Fitch,Männer,7.6,2022,Yves Cassar
1191,Ralph's Club Parfum Ralph Lauren ,Ralph Lauren,Männer,6.9,2022,Dominique Ropion
1192,Pour Un Homme de Caron Le Matin Caron ,Caron,Männer,7.3,2022,Jean Jacques
1193,Beyond Horizon Otto Kern  Eau de Toilette,Otto Kern,Männer,8.0,2022,Angéline Leporini
1194,L'Essentiel Rituals ,Rituals,Männer,7.4,2022,Nicht angegeben
1195,Patchouli of the Underworld Electimuss ,Electimuss,Männer,7.8,2022,Kevin Mathys
1196,Tuxberg Tuxberg ,Tuxberg,Männer,7.0,2022,David Chieze
1197,Estate Annette Neuffer ,Annette Neuffer,Männer,8.2,2022,Annette Neuffer
1198,To My Father Vilhelm Parfumerie ,Vilhelm Parfumerie,Männer,8.1,2022,Bertrand Duchaufour
1199,Polo Blue Parfum Ralph Lauren ,Ralph Lauren,Männer,7.5,2022,"Carlos Benaïm,
Pascal Gaurin"
1200,Massiv Gøld's ,Golds,Männer,7.0,2022,Nicht angegeben
1201,M VQ Puredistance ,Puredistance,Männer,7.3,2022,Antoine Lie
1202,Change The Flow Iceberg ,Iceberg,Männer,7.9,2022,Ilias Ermenidis
1203,Club de Nuit Urban Man Elixir Armaf ,Armaf,Männer,7.9,2022,Nicht angegeben
1204,My Looks Man Wolfgang Joop  Eau de Parfum,Wolfgang Joop,Männer,8.1,2022,Nicht angegeben
1205,Faris Kajal ,Kajal,Männer,8.3,2022,"David Chieze,
Urs Castelletti"
1206,Spectrum Birkholz ,Birkholz,Männer,7.3,2022,Nicht angegeben
1207,L.. Blanc Eau Fraîche Lacoste ,Lacoste,Männer,7.1,2022,Sonia Constant
1208,Catomic No.  Böser Kater ,Boser-Kater,Männer,6.8,2001,Nicht angegeben
1209,Eternity for Men Parfum Calvin Klein ,Calvin Klein,Männer,6.5,2022,"Frank Voelkl,
Alberto Morillas"
1210,Cool Water Grapefruit & Sage Davidoff ,Davidoff,Männer,7.1,2022,Amandine Clerc-Marie
1211,Impact Spark Tommy Hilfiger ,Tommy Hilfiger,Männer,6.5,2022,Nicht angegeben
1212,Chrome Azzaro  Eau de Parfum,Azzaro,Männer,7.1,2022,Nicht angegeben
1213,Veni. Gemelli Profumo ,Gemelli-Profumo,Männer,6.6,2022,Nicht angegeben
1214,Vibrant Leather Encens Zara ,Zara,Männer,8.2,2022,Nicht angegeben
1215,Him Annayake / アナヤケ ,Annayake,Männer,7.8,2022,Nicht angegeben
1216,Musamam Lattafa / لطافة ,Lattafa,Männer,7.5,2022,Nicht angegeben
1217,Hugo Reflective Edition Hugo Boss ,Hugo Boss,Männer,7.1,2022,Nicht angegeben
1218,Vétiver Bourbon Parfum d'Empire ,Parfums D Empire,Männer,8.0,2022,Marc-Antoine Corticchiato
1219,Sacred Green Forest Zara ,Zara,Männer,7.7,2022,"Fabrice Pellegrin,
Coralie Spicher"
1220,Origins Cristiano Ronaldo ,Cristiano Ronaldo,Männer,7.3,2022,"Pierre-Constantin Guéros,
Alexandra Carlin"
1221,Open Road Coach ,Coach,Männer,7.3,2022,Jean-Christophe Hérault
1222,Free d'Homme Costume National ,Costume National,Männer,8.5,2022,Julien Rasquinet
1223,Brioni Brioni  Eau de Parfum Éclat,Brioni,Männer,7.3,2022,Michel Almairac
1224,John Varvatos XX Artisan Teal John Varvatos ,John Varvatos,Männer,7.2,2022,Nicht angegeben
1225,Mountain Woody Forest Zara ,Zara,Männer,7.6,2022,"Fabrice Pellegrin,
Coralie Spicher"
1226,Bogoss Vibrant Leather Zara ,Zara,Männer,8.0,2022,Jérôme Epinette
1227,Boisé Vibrant Leather Zara ,Zara,Männer,8.3,2022,Jérôme Epinette
1228,Salt & Pepper Precious Liquid ,Precious Liquid,Männer,7.8,2022,Richard Herpin
1229,Shades of Leather Linari ,Linari,Männer,8.1,2022,Jérôme Di Marino
1230,Atlas Tumi ,Tumi,Männer,8.1,2022,Nicht angegeben
1231,L'Homme Rochas Aromatic Touch Rochas ,Rochas,Männer,7.4,2022,Nicht angegeben
1232,Away Tonight Man Abercrombie & Fitch ,Abercrombie Fitch,Männer,6.9,2022,Yves Cassar
1233,Signature Man Otto Kern  Eau de Parfum,Otto Kern,Männer,7.8,2022,Nicht angegeben
1234,Vendôme Maison Héritage ,Maison-Heritage,Männer,6.9,2022,Nicht angegeben
1235,Coastal Salty Forest Zara ,Zara,Männer,7.3,2022,"Fabrice Pellegrin,
Coralie Spicher"
1236,Noir by Night Atelier des Ors ,Atelier Des Ors,Männer,6.8,2022,Marie Salamagne
1237,Le Vestiaire - Babycat Yves Saint Laurent ,Yves Saint Laurent,Unisex,8.2,2022,Dominique Ropion
1238,City of Stars Louis Vuitton ,Louis Vuitton,Unisex,7.7,2022,Jacques Cavallier-Belletrud
1239,Gaultier Jean Paul Gaultier ,Jean Paul Gaultier,Unisex,8.4,2022,Nicht angegeben
1240,Gris Charnel bdk Parfums  Extrait,Bdk Parfums,Unisex,8.5,2022,"Mathilde Bijaoui,
Mane"
1241,Sillage Kinetic Perfumes ,Kinetic-Perfumes,Unisex,8.7,2022,Christian Carbonnel a.k.a. Chris Maurice
1242,God of Fire Stéphane Humbert Lucas ,Stephane Humbert Lucas,Unisex,8.1,2022,Stéphane Humbert Lucas
1243,Paragon Initio ,Initio,Unisex,8.1,2022,Nicht angegeben
1244,Oud Nude Guerlain ,Guerlain,Unisex,8.1,2022,Delphine Jelk
1245,Opus XIV - Royal Tobacco Amouage ,Amouage,Unisex,8.1,2022,Cécile Zarokian
1246,Le Mâle Pride Edition Jean Paul Gaultier ,Jean Paul Gaultier,Unisex,8.0,2022,"Nathalie Gracia-Cetto,
Quentin Bisch"
1247,Encelade Marc-Antoine Barrois ,Marc Antoine Barrois,Unisex,7.5,2022,Quentin Bisch
1248,Torino XerJoff ,Xerjoff,Unisex,8.2,2022,Nicht angegeben
1249,Musc Outreblanc Guerlain ,Guerlain,Unisex,7.7,2022,Delphine Jelk
1250,Rimbaud Celine ,Celine,Unisex,8.1,2022,Nicht angegeben
1251,Tero Nishane ,Nishane,Unisex,8.1,2022,Carlos Benaïm
1252,Costa Azzurra Parfum Tom Ford ,Tom Ford,Unisex,7.9,2022,Nicht angegeben
1253,Manhattan Roja Parfums  Eau de Parfum,Roja Parfums,Unisex,8.4,2022,Roja Dove
1254,Tonka Cola Mancera ,Mancera,Unisex,8.0,2022,Nicht angegeben
1255,Fumoir des Anges Annette Neuffer ,Annette Neuffer,Unisex,8.5,2022,Annette Neuffer
1256,Armani Privé - Magenta Tanzanite Giorgio Armani ,Giorgio Armani,Unisex,7.9,2022,Violaine Collas
1257,Aquilaria Blossom Areej Le Doré ,Areej Le Dore,Unisex,7.8,2022,Nicht angegeben
1258,Eternal Oud Lattafa / لطافة ,Lattafa,Unisex,8.0,2022,Nicht angegeben
1259,Paris - Paris Chanel ,Chanel,Unisex,7.9,2022,Olivier Polge
1260,You're So Vain Gritti ,Gritti,Unisex,7.8,2022,Luca Gritti
1261,P. XerJoff ,Xerjoff,Unisex,7.4,2022,Nicht angegeben
1262,Quarzgrau Grauton Parfums ,Grauton-Parfums,Unisex,7.9,2022,"Martin Fuhs Parfümhersteller, Markeninhaber"
1263,Engel Pure Rammstein ,Rammstein,Unisex,8.0,2022,Alexandre Illan
1264,Fleur du Désert Louis Vuitton ,Louis Vuitton,Unisex,8.0,2022,Jacques Cavallier-Belletrud
1265,Armani Privé - Indigo Tanzanite Giorgio Armani ,Giorgio Armani,Unisex,7.6,2022,Nicht angegeben
1266,Beyond the Wall Gritti ,Gritti,Unisex,8.3,2022,Luca Gritti
1267,Opalgrau Grauton Parfums ,Grauton-Parfums,Unisex,7.2,2022,"Martin Fuhs Parfümhersteller, Markeninhaber"
1268, | Six Valjues ,Valjues,Unisex,7.9,2006,Nicht angegeben
1269,Venom Incarnat Stéphane Humbert Lucas ,Stephane Humbert Lucas,Unisex,7.8,2022,Stéphane Humbert Lucas
1270,Malachitgrau Grauton Parfums ,Grauton-Parfums,Unisex,7.8,2022,"Martin Fuhs Parfümhersteller, Markeninhaber"
1271,Kredo Nishane ,Nishane,Unisex,8.1,2022,Jean-Louis Sieuzac
1272,Eau Rose Diptyque  Eau de Parfum,Diptyque,Unisex,8.0,2022,Fabrice Pellegrin
1273,Montabaco Cuba Ormonde Jayne ,Ormonde Jayne,Unisex,8.5,2022,Nicht angegeben
1274,Kologne Shield of Protection Kilian ,Kilian,Unisex,7.8,2022,Calice Becker
1275,Crystal Saffron Matière Première  Eau de Parfum,Matiere-Premiere,Unisex,7.7,2022,Aurélien Guichard
1276,Mana Nishane ,Nishane,Unisex,8.2,2022,Christian Provenzano
1277,Le Vie di Milano - Alba sui Navigli Trussardi ,Trussardi,Unisex,7.9,2022,Sylvie Fischer
1278,Turandot Roja Parfums  Parfum,Roja Parfums,Unisex,8.6,2022,Roja Dove
1279,Bois Dormant Celine ,Celine,Unisex,7.8,2022,Nicht angegeben
1280,Amoral pernoire ,Pernoire,Unisex,7.8,2022,Andreas Wilhelm
1281,De Los Santos Byredo ,Byredo,Unisex,7.5,2022,Jérôme Epinette
1282,Sand Dance Stéphane Humbert Lucas ,Stephane Humbert Lucas,Unisex,7.7,2022,Stéphane Humbert Lucas
1283, Tonka Bodykon Pierre Guillaume ,Pierre Guillaume,Unisex,8.3,2023,Pierre Guillaume
1284,Rose d'Amalfi Tom Ford ,Tom Ford,Unisex,7.9,2022,Shyamala Maisondieu
1285,Orodion Blanc Orodion ,Orodion,Unisex,7.7,2022,Nicht angegeben
1286,Al Majmua Areej Le Doré ,Areej Le Dore,Unisex,8.3,2022,Nicht angegeben
1287,Civet de Nuit Areej Le Doré ,Areej Le Dore,Unisex,7.7,2022,Sultan Pasha Parfümhersteller
1288,Kokain Seemann Intense Rammstein ,Rammstein,Unisex,7.7,2022,Alexandre Illan
1289,Cherry Oud Guerlain ,Guerlain,Unisex,6.9,2022,Delphine Jelk
1290,Almaz Kajal ,Kajal,Unisex,8.2,2022,Rania Jouaneh
1291,Eau de Basilic Pourpre Hermès ,Hermes,Unisex,7.3,2022,Christine Nagel
1292,Tempfluo Nishane ,Nishane,Unisex,7.5,2022,Anne Flipo
1293,Replica - When The Rain Stops Maison Margiela ,Maison Margiela,Unisex,6.7,2022,Fanny Bal
1294,White on White XerJoff ,Xerjoff,Unisex,8.0,2022,Nicht angegeben
1295,Purple Suede Goldfield & Banks ,Goldfield  Banks,Unisex,7.6,2022,Ilias Ermenidis
1296,Papilefiko Nishane ,Nishane,Unisex,7.9,2022,Dominique Ropion
1297,Arcadia Hiram Green ,Hiram Green,Unisex,7.7,2022,Hiram Green
1298,French Flower Matière Première ,Matiere-Premiere,Unisex,7.4,2022,Aurélien Guichard
1299,Zaya Parfums d'Elmar ,Parfums Delmar,Unisex,8.8,2022,Christian Carbonnel a.k.a. Chris Maurice
1300,Libertine Neroli Francesca Bianchi ,Francesca Bianchi,Unisex,7.9,2022,Francesca Bianchi
1301,Cow Zoologist ,Zoologist,Unisex,7.3,2022,Nathalie Feisthauer
1302,Arancia Rossa Laboratorio Olfattivo ,Laboratorio Olfattivo,Unisex,8.0,2022,Jean-Claude Ellena
1303,Gorseland Jorum Studio ,Jorum Studio,Unisex,7.9,2022,Euan McCall
1304,Montri Dusita ,Dusita,Unisex,7.6,2022,Pissara Umavijani a.k.a. Ploi Umavijani
1305,Miami South Beach The Nose Behind ,The-Nose-Behind,Unisex,7.0,2022,Christian Carbonnel a.k.a. Chris Maurice
1306,Caramelo Vanilla New Notes ,New-Notes,Unisex,8.1,2022,Cristian Calabrò
1307,Avenue Montaigne The Nose Behind ,The-Nose-Behind,Unisex,7.3,2022,Christian Carbonnel a.k.a. Chris Maurice
1308,Night Veils - Vanille Antique Byredo ,Byredo,Unisex,7.2,2022,Nicht angegeben
1309,White On White - One XerJoff ,Xerjoff,Unisex,7.6,2022,Nicht angegeben
1310,Villa Néroli bdk Parfums ,Bdk Parfums,Unisex,7.9,2022,Alexandra Carlin
1311,Sacred Scarab Zoologist  Extrait de Parfum,Zoologist,Unisex,7.8,2022,Sultan Pasha Parfümhersteller
1312,L'Iris Santa Maria Novella ,Santa Maria Novella,Unisex,7.5,2022,Gian Luca Perris Vizepräsident [Perris Monte Carlo]
1313,White On White - Three XerJoff ,Xerjoff,Unisex,7.5,2022,Nicht angegeben
1314,Scarlet Rouge Moresque ,Moresque,Unisex,7.7,2022,Douglas Morel
1315,Escapade Gourmande Maison Mataha ,Maison-Mataha,Unisex,8.3,2022,Vincent Ricord
1316,Iris Porcelana Ex Nihilo ,Ex Nihilo,Unisex,7.2,2022,Dalia Izem
1317,Kobe Gardens The Nose Behind ,The-Nose-Behind,Unisex,7.6,2022,Christian Carbonnel a.k.a. Chris Maurice
1318,Épices Exquises Guerlain ,Guerlain,Unisex,6.9,2022,Thierry Wasser
1319,Bangkok Shock The Nose Behind ,The-Nose-Behind,Unisex,7.3,2022,"Cristian Calabrò,
Maurizio Cerizza"
1320,Wet Cherry Liquor Bohoboco ,Bohoboco,Unisex,7.7,2022,Nicht angegeben
1321,Infusion de Vanille Prada ,Prada,Unisex,7.5,2022,Daniela Andrier
1322,Aura Kinetic Perfumes ,Kinetic-Perfumes,Unisex,7.5,2022,Christian Carbonnel a.k.a. Chris Maurice
1323,Parole d'eau Serge Lutens ,Serge Lutens,Unisex,7.7,2022,Nicht angegeben
1324,Bois Verna N•O•A•M ,Noam,Unisex,8.2,2022,Nicht angegeben
1325,Gatsby  Ormonde Jayne ,Ormonde Jayne,Unisex,8.2,2022,"Linda Jayne Pilkington Markeninhaberin, Parfümherstellerin"
1326,Unspoken Musk Francesca Bianchi ,Francesca Bianchi,Unisex,7.0,2022,Francesca Bianchi
1327,Scorpio Rising Eris Parfums ,Eris,Unisex,8.3,2022,Antoine Lie
1328,Unreal Kinetic Perfumes ,Kinetic-Perfumes,Unisex,7.6,2022,Christian Carbonnel a.k.a. Chris Maurice
1329,Rose de Chine Tom Ford ,Tom Ford,Unisex,7.7,2022,Yann Vasnier
1330,D Diesel ,Diesel,Unisex,6.2,2022,"Nisrine Bouazzaoui Grillié,
Shyamala Maisondieu,
Louise Turner"
1331,For Her Musc Noir Narciso Rodriguez ,Narciso Rodriguez,Frauen,7.9,2021,Sonia Constant
1332,A Drop d'Issey Issey Miyake  Eau de Parfum,Issey Miyake,Frauen,7.6,2021,Ane Ayo
1333,L'Interdit Givenchy  Eau de Parfum Rouge,Givenchy,Frauen,8.4,2021,"Dominique Ropion,
Anne Flipo,
Fanny Bal"
1334,Angel Iced Star Mugler ,Mugler,Frauen,8.2,2021,"Quentin Bisch,
Louise Turner"
1335,Very Good Girl Carolina Herrera  Eau de Parfum,Carolina Herrera,Frauen,7.6,2021,"Louise Turner,
Quentin Bisch,
Shyamala Maisondieu"
1336,Oriana Parfums de Marly ,Parfums De Marly,Frauen,7.8,2021,"Nathalie Lorson,
Hamid Merati-Kashani"
1337,Aqua Allegoria Nettare di Sole Guerlain ,Guerlain,Frauen,7.6,2021,"Thierry Wasser,
Delphine Jelk"
1338,Mon Guerlain Sparkling Bouquet Guerlain ,Guerlain,Frauen,7.4,2021,Thierry Wasser
1339,Love Don't Be Shy Extreme Kilian ,Kilian,Frauen,8.1,2021,Calice Becker
1340,Sì Giorgio Armani  Eau de Parfum Intense,Giorgio Armani,Frauen,7.6,2021,Julie Massé
1341,Aqua Allegoria Flora Salvaggia Guerlain ,Guerlain,Frauen,7.3,2021,"Thierry Wasser,
Delphine Jelk"
1342,Alien Goddess Mugler  Eau de Parfum,Mugler,Frauen,7.1,2021,"Nathalie Lorson,
Marie Salamagne,
Firmenich"
1343,Black Opium Yves Saint Laurent  Eau de Parfum Extrême,Yves Saint Laurent,Frauen,7.9,2021,"Nathalie Lorson,
Marie Salamagne,
Olivier Cresp,
Honorine Blanc"
1344,Invite Only Amber |  Kayali ,Kayali,Frauen,7.4,2023,"Ilias Ermenidis,
Firmenich"
1345,La Vie est Belle Soleil Cristal Lancôme ,Lancome,Frauen,6.8,2021,Nicht angegeben
1346,Idôle Aura Lancôme ,Lancome,Frauen,7.2,2021,"Shyamala Maisondieu,
Nadège Le Garlantezec,
Adriana Medina-Baez"
1347,Izia La Nuit Sisley ,Sisley,Frauen,7.1,2021,Amandine Clerc-Marie
1348,Miss Dior Dior  Eau de Parfum,Dior,Frauen,7.4,2021,François Demachy
1349,Pear Inc. Juliette Has A Gun ,Juliette Has A Gun,Frauen,7.3,2021,Romano Ricci
1350,Sun Bleached Une Nuit Nomade ,Une Nuit Nomade,Frauen,7.6,2021,Jérôme Di Marino
1351,La Nuit Trésor Dentelle de Roses Lancôme ,Lancome,Frauen,8.2,2021,"Alexis Grugeon,
Amandine Clerc-Marie"
1352,Ginza Shiseido / 資生堂 ,Shiseido,Frauen,6.7,2021,"Karine Dubreuil-Sereni,
Maïa Lernout"
1353,Terra di Gioia Giorgio Armani ,Giorgio Armani,Frauen,7.5,2021,"Fabrice Pellegrin,
Nathalie Lorson,
Honorine Blanc"
1354,Zara Rain N° - Bergamot & Leather Spritz Zara ,Zara,Frauen,8.5,2021,Jo Malone
1355,Flora Gorgeous Gardenia Gucci  Eau de Parfum,Gucci,Frauen,7.4,2021,Honorine Blanc
1356,Gorgeous! Michael Kors ,Michael Kors,Frauen,7.2,2021,"Anne Flipo,
Laurent Le Guernec,
Nicolas Beaulieu,
IFF (International Flavors & Fragrances)"
1357,Libre Yves Saint Laurent  Eau de Toilette,Yves Saint Laurent,Frauen,7.4,2021,"Anne Flipo,
Carlos Benaïm"
1358,Sun Parfum Jil Sander ,Jil Sander,Frauen,7.3,2021,"Alexandra Carlin,
Pierre-Constantin Guéros,
Symrise"
1359,Narciso Eau Néroli Ambrée Narciso Rodriguez ,Narciso Rodriguez,Frauen,7.8,2021,Aurélien Guichard
1360,Voce Viva Intensa Valentino ,Valentino,Frauen,7.1,2021,Nicht angegeben
1361,Rose Peonia Lancôme ,Lancome,Frauen,7.8,2021,Marypierre Julien
1362,Light Blue Forever Dolce & Gabbana ,Dolce Gabbana,Frauen,7.3,2021,Olivier Cresp
1363,Trussardi Trussardi ,Trussardi,Frauen,7.3,2021,"Julie Massé,
Violaine Collas"
1364,Sweet Diamond Pink Pepper |  Kayali ,Kayali,Frauen,7.1,2021,Gabriela Chelariu
1365,My Way Intense Giorgio Armani ,Giorgio Armani,Frauen,7.3,2021,Carlos Benaïm
1366,Utopia Vanilla Coco |  Kayali ,Kayali,Frauen,7.3,2021,"Gabriela Chelariu,
Firmenich"
1367,Valentino Donna Born In Roma Yellow Dream Valentino ,Valentino,Frauen,6.6,2021,"Anne Flipo,
Nicolas Beaulieu"
1368,Chloé Rose Naturelle Chloé Eau de Parfum Naturelle Chloé ,Chloe,Frauen,6.9,2021,Michel Almairac
1369,La Vie est Belle L'Eau de Parfum Blanche Lancôme ,Lancome,Frauen,8.4,2021,Nicht angegeben
1370,Kadine Guerlain ,Guerlain,Frauen,9.1,2021,Thierry Wasser
1371,La Petite Robe Noire Guerlain  Eau de Parfum Nectar,Guerlain,Frauen,8.1,2021,"Thierry Wasser,
Delphine Jelk"
1372,Twilly d'Hermès Eau Ginger Hermès ,Hermes,Frauen,6.8,2021,Christine Nagel
1373,Spell On You Louis Vuitton ,Louis Vuitton,Frauen,7.7,2021,Jacques Cavallier-Belletrud
1374,Daisy Eau So Intense Marc Jacobs ,Marc Jacobs,Frauen,7.4,2021,Alberto Morillas
1375,Eva Lubin ,Lubin,Frauen,7.3,2021,Delphine Thierry
1376,Seductive Red Guess  Eau de Toilette,Guess,Frauen,7.5,2021,Jérôme Epinette
1377,Illusione Tonka Solaire Bottega Veneta ,Bottega Veneta,Frauen,7.5,2021,Amandine Clerc-Marie
1378,Lady Million Fabulous Paco Rabanne ,Paco Rabanne,Frauen,7.4,2021,Anne Flipo
1379,White Tea Ginger Lily Elizabeth Arden ,Elizabeth Arden,Frauen,7.8,2021,Jacques Huclier
1380,Étoile Filante Louis Vuitton ,Louis Vuitton,Frauen,7.8,2021,Jacques Cavallier-Belletrud
1381,Toy  Bubble Gum Moschino  Eau de Toilette,Moschino,Frauen,6.9,2002,Nicht angegeben
1382,Be Delicious Coconuts About Summer DKNY / Donna Karan ,Dkny,Frauen,7.4,2021,Nicht angegeben
1383,The One Gold Dolce & Gabbana ,Dolce Gabbana,Frauen,7.2,2021,Violaine Collas
1384,Anna Lubin ,Lubin,Frauen,7.0,2021,Delphine Thierry
1385,Boss Alive Hugo Boss  Eau de Toilette,Hugo Boss,Frauen,6.5,2021,"Marie Salamagne,
Honorine Blanc"
1386,Summer Festival Escada  Eau de Toilette,Escada,Frauen,6.5,2021,"Amandine Clerc-Marie,
Gabriela Chelariu"
1387,Karl Tokyo Shibuya Karl Lagerfeld ,Karl-Lagerfeld,Frauen,6.9,2021,Emilie Bevierre-Coppermann
1388,Villa Sorrento La Perla ,La Perla,Frauen,7.6,2021,Roxanne Kirkpatrick
1389,The Scent Pure Accord for Her Hugo Boss ,Hugo Boss,Frauen,6.8,2021,Nicht angegeben
1390,Yes I Am Glorious Cacharel ,Cacharel,Frauen,7.2,2021,Nicht angegeben
1391,Pure Sun Betty Barclay  Eau de Parfum,Betty Barclay,Frauen,7.1,2021,Nicht angegeben
1392,Girl Rochas ,Rochas,Frauen,6.9,2021,"Anne Flipo,
IFF (International Flavors & Fragrances)"
1393,Jasmin d'Eau Lancôme ,Lancome,Frauen,7.7,2021,Nicht angegeben
1394,Eden Juicy Apple |  Kayali ,Kayali,Frauen,6.9,2001,"Gabriela Chelariu,
Clément Gavarry,
Firmenich"
1395,Olympēa Blossom Paco Rabanne ,Paco Rabanne,Frauen,6.5,2021,Bruno Jovanovic
1396,CH Under The Sea Carolina Herrera ,Carolina Herrera,Frauen,8.1,2021,"Violaine Collas,
Véronique Nyberg"
1397,Sonnenseite Alverde ,Alverde,Frauen,7.3,2021,Nicht angegeben
1398,Once Upon A Garden La Perla ,La Perla,Frauen,7.6,2021,Caroline Dumur
1399,God is a Woman Ariana Grande  Eau de Parfum,Ariana Grande,Frauen,7.4,2021,Jérôme Epinette
1400,Flower by Kenzo Kenzo  Eau de Toilette,Kenzo,Frauen,7.7,2021,Alberto Morillas
1401,Possibilities La Perla ,La Perla,Frauen,7.6,2021,Louise Turner
1402,My Vanilla Garden Yves Rocher ,Yves Rocher,Frauen,7.5,2021,Nicht angegeben
1403,Irrésistible Givenchy Givenchy  Eau de Toilette,Givenchy,Frauen,7.3,2021,"Fanny Bal,
Dominique Ropion,
Anne Flipo"
1404,Dolce Rose Dolce & Gabbana ,Dolce Gabbana,Frauen,6.8,2021,Violaine Collas
1405,Lili Fantasy Juliette Has A Gun ,Juliette Has A Gun,Frauen,6.1,2021,Romano Ricci
1406,Flamant Rose The Merchant Of Venice ,The Merchant Of Venice,Frauen,7.2,2021,"Cyrill Rolland,
Mane"
1407,Chapter - No. : Golden Decade Zara  Eau de Parfum,Zara,Frauen,8.3,2021,Nicht angegeben
1408,Lovely Memories Birkholz ,Birkholz,Frauen,7.9,2021,Nicht angegeben
1409,Furry Attraction L'Ateliero ,L-Ateliero,Frauen,7.1,2021,Nicht angegeben
1410,Été du Cocotier Déclaration Love - Coco Love Jacques Zolty ,Jacques Zolty,Frauen,6.9,2021,Nicht angegeben
1411,Diamant Rammstein ,Rammstein,Frauen,6.7,2021,Alexandre Illan
1412,Zara Rain N° - Amber & Fig Cashmere Zara ,Zara,Frauen,8.1,2021,Jo Malone
1413,Alibi Oscar de la Renta  Eau de Parfum,Oscar De La Renta,Frauen,7.5,2021,"Catherine Selig,
Takasago / 高砂"
